DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,PFr2,PFr3,PFr4,PFr5,PFr6,year,variety,Total_Poids
75,23,36.2,259.6,63.4,35,22.9,11,,,,,,,R 33,7.4,64.5,120,,,,,,2022,2,120
75,35,36,304.2,46.8,33,,,,,,,,,R 163,12,91,190,150,150,120,,,2022,2,610
71,52,37,87,32.22,8,20.7,13,10.16,10,,,,,R102,4,22,106,107,,,,,2021,1,213
68,30,40.5,131,57.44,65,35.16,38,12.8,2.5,,,,,R77,4.9,20.5,,,,,,,2021,2,0
71,47,40.5,205,99.09,35,67.3,41,31.26,28.5,25.8,18.5,16.04,28,R97,8.4,40,132,148,244,,,,2021,1,524
77,37,41,91,102.8,3.5,70.6,37,,,,,,,R 69,3.2,19,170,,,,,,2022,2,170
59.5,31,36,15.5,38,7,,,,,0,0,0,0,R104,9,70,150,136,134,,,,2019,2,420
69.5,62,31.5,147,75.8,29,49.6,49,16.6,7,27.6,3,,,R57,8.08,43,81,154,,,,,2021,1,235
75,34,40,108,25,5,16.7,40,,,,,,,R 109,5.8,36,120,80,,,,,2022,2,200
76,53,44,94,51.5,91,27.8,7,20.1,34.7,12.2,13,,,R47,6,56,155,169,,,,,2022,1,324
55.5,51,31.5,7,28.56,5.5,,,,,,,0,0,R50,13.27,28.5,142,148,,,,,2019,2,290
64,51,85,46,48.5,5,,,,,,,,17,R101,8,31,166,166,171,,,,2019,1,503
69.5,63,37.6,252,67.76,24,48.27,12,50.25,40,34.4,1.5,,,R96,5.46,31.5,144,,,,,,2021,1,144
77,6,36.5,80,40.5,136.5,24.11,81,34,1,,,,,R77,14.6,89,150,58,172,156,,,2021,2,536
81,19,40,68,114,163,50,46.3,,,,,,,R40,6.5,43,170,,,,,,2022,2,170
67,32,32,92,,,,,,,,,,,R59,5.3,30,102,107,,,,,2021,2,209
77,35,38,270.5,69.5,14,21.46,44.5,21.7,3,,,,,R92,8.7,70,131.98,,,,,,2021,2,131.98
75.5,38.5,38,178,75.77,88,53.26,26,46.14,20,32.22,22,,,R79,9.16,62,126,199,156,,,,2021,1,481
75.5,41,39.4,220,83.4,23,65.6,15,36.5,26,,,,,R57,9,67,198,136,202,193,,,2021,1,729
66,28,26,264,43.5,20,19.5,28,,,,,,,R 7,5,27,80,,,,,,2022,2,80
71.3,32.5,41.6,66,,64,53.8,48.2,26,65.8,,,,,R 73,5.6,43,150,,,,,,2022,2,150
75,50,36,117,86.42,165,61.24,10,13.57,7.5,,,,,R14,6.06,56,99,129,120,113,,,2021,1,461
76,53,38,126,114,67,98,9,18,4,,,,,R74,8.7,90,185,174,126,,,,2022,1,485
71,53,31,165,34.8,14,16.6,5,15.3,7,6,13,,,R84,4.2,26,129,124,,,,,2021,1,253
67,32,33,197,65.3,63.5,34.9,37,,,,,,,R124,8.6,65,115,133.37,133.37,133.37,,,2021,2,515.11
69,34,28.5,28,48.5,46,,,,,,,0,0,R67,12,7,,,,,,,2019,2,0
59,55,34,50,,,,,,16.5,,,,,R86,10,78,137,162,178,147,152,,2019,1,776
62,30,31,84,15.46,46,,,,,,,,,R111,6.5,,128.51,128.51,,,,,2021,2,257.02
67,32,33,182.5,25.37,41.5,,,,,,,,,R107,3.8,27,,,,,,,2021,2,0
71.4,45,34,205,73.06,24,45.21,50.5,39.4,0,,,,,R18,5.89,31,158,116,,,,,2021,1,274
75,31.5,35,259,57.6,42,20.8,19,,,,,,,R 134,6.9,46.1,,,,,,,2022,2,0
64.5,34,32.5,75,36,32,,,,,,,,,R46,6,64,100,138,,,,,2019,2,238
75.5,39,34.5,166,77.9,11,36.6,11,33.4,44,20.4,22,10,7.5,R88,5,18,,,,,,,2021,1,0
59,55,34,86,,33,,,,,,,,,R68,13,97,200,159,172,,,,2019,1,531
77,40,37,45,24.09,134,47.3,32,45.3,34,30.45,4,14.55,62,R101,4.9,34,109,,,,,,2021,2,109
75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,13.7,,,R5,10,76,65,159,105,207,,,2022,1,536
75.5,41,39.4,130,52,23.5,49.6,75.5,36.3,37,17.5,9,,,R42,6.99,63,130,80,107,152,,,2021,1,469
68,30,40.5,131,57.44,65,35.16,7,,,,,,,R75,8.49,78,106,,,,,,2021,2,106
75,50,36,117,86.42,165,61.24,14.5,31.3,8,,,,,R18,5.4,7,159,,,,,,2021,1,159
73,72,124.2,41,43.6,3.5,21.7,14.2,11.9,8,,,,,R27,4.7,37,,,,,,,2022,1,0
70,57,35,129,21.9,2,18.7,34,,,,,,,R83,5.32,76,100,109,78,111,75,,2021,1,473
71.3,32.5,41.6,45,,21.3,,,,,,,,,R 44,9.6,70.2,70,80,130,,,,2022,2,280
72,43,33.7,211.3,65.3,37,69.7,3,21,1,,,,,R 67,11.6,92,70,,,,,,2022,2,70
75,34,34.5,188,66.8,0,,,,,,,,,R 12,5.8,67,160,,,,,,2022,2,160
64,51,117.5,26,66,18,,,,8.5,10,2.5,,,R152,6,31,152,153,,,,,2019,1,305
77,27,37,227,19.2,3,,,,,,,,,R144,6.36,53,143,140,,,,,2021,2,283
68,40,33.5,77,33.3,2.5,16.2,62,,,,,,,R2,6.1,53.5,130,,,,,,2022,2,130
77,46.5,38,59,87.6,94,16.3,3,,,,,,,R26,7.12,53,126,131.98,130,,,,2021,2,387.98
59,55,34,50,,,,7,18,16,17,2,,,R11,5.5,21.5,150,130,,,,,2019,1,280
71.4,33,39,210,74.2,45,66.3,10,50.8,23.5,24.5,1.5,,,R120,8.3,65.5,137,115,151,165,124,,2021,1,692
71.5,45,32,242.8,16.87,6,,,,,,,,,R28,6.06,44.4,188,175,,,,,2021,2,363
75,51,40,142,104,22,64.7,60,22.4,3,,,,,R111,5.6,47,156,159,140,,,,2021,1,455
73,60,43,150,66.7,8,30.1,2,,,,,,,R80,5.4,43,108,96,,,,,2022,1,204
77,6,36.5,78,68.49,103,29.38,135.5,,,,,,,R54,6.48,29,163,,,,,,2021,2,163
77,37,38,47,94.2,218.4,48,4,25,10.4,,,,,R 115,13,105.2,160,,,,,,2022,2,160
64,51,117,130,55.5,4,,4.5,,,,,,,R47,14.5,53.5,190,231,167,119,,,2019,1,707
68,40,33.5,100.2,63.9,62.8,27.8,18.8,,,,,,,R5,4.9,25,140,,,,,,2022,2,140
58.8,36,29,139,60.22,92.5,11.25,4,,,,,,,R112,7.38,79,124,137.23,,,,,2021,2,261.23
73,37,36,160,31.7,55.3,,,,,,,,,R 8,5.1,49.5,,,,,,,2022,2,0
60,50,113.5,38,38,3,26,4,23,5,,,,,R25,6.5,65.5,173,182,188,,,,2019,1,543
64.5,34,32.5,38,34,6.5,9.5,3,14.5,8,,,,,R83,10,78,192,194,148,,,,2019,2,534
64,51,117,31,60,36.5,,,,7.5,,,,,R34,6.5,15,126,129,,,,,2019,1,255
75,34,40,91,10.1,3.7,,,,,,,,,R 107,9,67,100,120,,,,,2022,2,220
66,20,44,174,73.8,65,10,4.8,,,,,,,R 28,7.1,70,150,160,,,,,2022,2,310
75,43,42,138.3,100.7,0,72.9,109.5,20.6,1.3,,,,,R68,9.9,90,174,146,141,,,,2022,1,461
77,45,25.5,67,40.32,90,,,,,,,,,R3,7.84,72.5,131.98,154,131.98,149,,,2021,2,566.96
64.5,34,32.5,0,,,,,,,,,,,R45,,,,,,,,,2019,2,0
77,40,37,113,17.11,71,,,,,,,,,R108,3.6,31,128,,,,,,2021,2,128
75,23,36.2,278.1,47.5,3,20.7,2.5,,,,,,,R 37,4.8,24,200,110,100,,,,2022,2,410
77,40,37,45,24.09,53,22.24,3,13.3,0,,,,,R96,9.3,83,78,123,113,,,,2021,2,314
75,55,34.3,188.1,77,7,49.05,32,41.95,40.2,,,,,R136,9.61,64,140,159,193,196,236,,2021,1,924
75,62,32,200,71.8,5,51.6,15,40.2,25,25.7,14,14.4,16,R29,6.1,51,189,166,186,186,173,,2022,1,900
64,51,117,31,60,36.5,,,,-3.5,,,,,R35,14.5,47,145,182,122,142,,,2019,1,591
73,34,38,139.8,60.2,11,,,,,,,,,R 56,4.5,20,200,200,,,,,2022,2,400
77,6,36.5,280,20.25,56,,,,,,,,,R106,6.77,40,125,,,,,,2021,2,125
77,8,34.5,167,12.5,25,,,,,,,,,R30,3.9,19,123.51,,,,,,2021,2,123.51
68,34,30.5,63,26.27,23,,,,,,,,,R82,11.25,112,107,127,122,119,,,2021,2,475
58.8,35,28,147.5,16,51,,,,,,,,,R68,6.91,89.5,83,112,137.23,137.23,103,,2021,2,572.46
73,52,42,192,80.33,54,55.88,22,52.62,134.5,32.11,13.5,19.23,6,R71,6.6,28,152,205,247,208,189,,2021,1,1001
75,35,36,346.2,62.8,48,24,36,9,23,,,,,R 171,6.2,42,170,240,160,,,,2022,2,570
71,47,40.5,175,46.6,44,41,13,29,29,,,,,R78,5.5,35,,,,,,,2021,1,0
81,21,36,236,83.5,73,55.1,42.3,,,,,,,R130,9.8,90,140,130,130,150,,,2022,2,550
77,24,33.5,131,23.13,2.5,,,,,,,,,R158,4.38,25.5,0,,,,,,2021,2,0
76,53,38,126,114,67,98,82,35.9,37,19.9,3,20,0.5,R79,5.1,33,196,,,,,,2022,1,196
59,55,34,18,,,,,,,,,,7,R64,18,78.5,197,204,225,199,,,2019,1,825
75,34,34.5,68,29.4,71,10.9,34,,,,,,,R 4,5,56.3,120,120,,,,,2022,2,240
72,33,44,323,53.2,17,,,,,,,,,R 117,7.4,50,150,180,180,,,,2022,2,510
73,37,36,202,87.6,88.3,67.4,80.5,21.5,4,15.3,6.5,,,R 23,6.1,33.3,,,,,,,2022,2,0
62,30,31,84,15.46,34,,,,,,,,,R110,5.2,,126,128.51,,,,,2021,2,254.51
73,46,32,72,69.4,73.7,61,34.5,41,15,36.3,14.8,30,7,R 75,7.4,66,,,,,,,2022,2,0
72,44,33,246,42.3,12,40,20.5,,,,,,,R 29,7.7,46,210,170,,,,,2022,2,380
73,45,39,225,83.03,15,75.3,22.5,34.22,18,32.8,25,,,R146,9.7,81,268,,,,,,2021,1,268
67,33.5,33.5,192.5,67,104,10,20.5,,,,,,,R26,5.6,36.5,,,,,,,2021,2,0
77,45,25.5,199.5,,,,,,,,,,,R14,7.1,40,121,147,131.98,,,,2021,2,399.98
77,8,34.5,167,27.07,66,,,,,,,,,R34,8.11,75,138,125,59,77,,,2021,2,399
68,40,33.5,185.1,35,0,12,10.5,,,,,,,R22,8.4,76,170,150,,,,,2022,2,320
73,51,35.5,117.5,72.8,112,31.57,40,27.7,20,8.43,4,,,R101,5.22,24,172,118,204,,,,2021,1,494
71.3,32.5,41.6,66,,21,59.1,14,30.3,46.2,,,,,R 57,5.3,25,140,140,150,,,,2022,2,430
71.3,40,36.8,201.3,,3,,,,,,,,,R 26,6.5,37.5,150,160,110,,,,2022,2,420
73,72,91.2,41,87,65.2,85.8,8,50.8,22,,,,,R7,5.8,42,,,,,,,2022,1,0
81,25,30,224.5,80,66.5,56.7,42,16.4,4,,,,,R93,7,36,120,160,100,,,,2022,2,380
66,22.5,34,243.5,93.5,76,45.2,1.2,,,,,,,R 97,5,28,110,,,,,,2022,2,110
77,6,36.5,136,15.24,40,19.4,8.5,,,,,,,R86,7.46,31.5,135,,,,,,2021,2,135
64.5,54.5,38,30.5,105.5,27,,4,,,,,,,R111,5,37,188,143,,,,,2019,1,331
75,55,34.3,54,19.71,47.9,,,,,,,,,R113,12.27,94,104,96,138,99,,,2021,1,437
75,48,43,175,73.1,49,46.4,58.5,,,,,,,R45,6,30,156,134,,,,,2022,1,290
77,6,36.5,80,40.5,54,29.31,15.5,,,,,,,R65,7.1,53,125,121,,,,,2021,2,246
71,33,44.6,26,31,85,,,,,,,,,R95,3.3,21.5,,,,,,,2021,2,0
68,40,33.5,104.7,38.5,47.7,11.4,18.7,,,,,,,R14,5.4,47.5,160,,,,,,2022,2,160
59,55,34,18,,,,,,7,32,12.5,25,6,R63,18,87,199,156,196,164,,,2019,1,715
77,46.5,38,244,54.27,43,27.2,32,21.5,5.5,,,,,R54,7.8,52,,,,,,,2021,2,0
65.5,43,37.5,104,29,5,,33,9,12,,,,,R109,6,39,170,162,120,,,,2019,1,452
68,30,40.5,131,57.44,65,35.16,48,8.55,38,,,,,R78,4.7,18,,,,,,,2021,2,0
55.5,51,31.5,42,18.5,10.5,15.86,-28,,,,,0,0,R23,6.85,69.5,168,82,88,,,,2019,2,338
75,25,32.7,273.8,52.8,20,20.4,12.5,8.5,28,,,,,R 93,7,41,180,190,,,,,2022,2,370
71,50,36.5,208,60,28,61.48,61,23.8,10,,,,,R9,8.7,67,66,152,129,90,,,2021,1,437
81,21,36,236,83.5,73,55.1,33.3,,,,,,,R128,5.4,27,130,90,50,130,,,2022,2,400
71.3,32.5,41.6,145,,64.8,42,73.5,,,,,,,R 92,8,52,120,90,,,,,2022,2,210
66,25,30,133,41.8,72.5,11.8,3.4,,,,,,,R 59,5.3,34,80,90,,,,,2022,2,170
76,53,38,126,114,108,40.2,13,16.2,1.8,,,,,R81,5.7,42,117,,,,,,2022,1,117
73,61,42,86,90.4,43.5,25,38,,,,,,,R36,6.3,58,90,87,104,,,,2022,1,281
64.5,34,32.5,66,55.5,17,24,0,,,,,,,R29,11,67,106,158,170,192,208,,2019,2,834
62,25.5,35.5,181,24.8,84.5,9.13,3,,,,,,,R26,4.6,,128.51,,,,,,2021,2,128.51
64,51,117,130,69,4.5,,14.5,,,,,,,R60,17,132,147,259,222,117,150,,2019,1,895
67,33.5,34,236.5,63,76.5,,,,,,,,,R58,8.2,36.5,130,113,137,156,133.37,133.37,2021,2,802.74
77,46.5,38,196,27.3,5,,,,,,,,,R40,13.07,105,108,136,145,105,,,2021,2,494
71.5,44,32,184.5,30,45,,,,,,,,,R127,5.9,27,116.76,116.76,,,,,2021,2,233.52
64.5,54.5,38,111,27,16,,,,4,,,,,R55,5.5,62,214,201,193,,,,2019,1,608
64,51,85,46,48.5,5,,,,,,4,,,R92,5.5,47,198,220,,,,,2019,1,418
59,55,34,50,,,,,,,,8,,,R38,7,2.5,216,,,,,,2019,1,216
75,43,42,184.3,72,45,60,6.5,62.4,5,23.1,4.5,,,R99,7.6,43.5,154,122,,,,,2022,1,276
77,8,34.5,100,63.3,135,36.6,40,11.62,0,11.49,35,,,R26,4.6,33,,,,,,,2021,2,0
58.8,35,28,322.5,46,10,23.44,50.5,,,,,,,R92,3.5,23.5,137.23,,,,,,2021,2,137.23
71,47,40.5,205,99.09,35,66.27,27,57.77,31.5,35.68,13.5,20.51,18,R103,12.44,79,170,169,206,226,246,248,2021,1,1265
73,52,42,64,54.61,7,17.06,5,18.04,5,11.08,11,,,R29,7.16,71.8,88,47,81,105,84,93,2021,1,498
75,23,36.2,278.1,47.5,0,20,7.7,,,,,,,R 36,4.8,23,140,,,,,,2022,2,140
75,51,40,58,37.33,78,23.24,4,22.43,9,,,,,R81,7.17,41.5,85,72,,,,,2021,1,157
75,43,42,138.3,100.7,143.5,47.4,15.5,19.2,34.5,,,,,R88,10,84.8,69,132,128,143,,,2022,1,472
75,23,36.2,166.5,77,98.1,21.9,6,13.5,2,7.4,4.3,,,R 15,11,82,170,180,,,,,2022,2,350
70,56,28.3,226,53.4,52,25.2,0,,,,,,,R10,6.6,50.8,110,158,117,,,,2022,1,385
72,33,44,74,98.5,105,100,95,32.2,12.5,8.5,20,,,R 87,5.4,43,190,180,,,,,2022,2,370
77,45,25.5,67,40.32,145.6,,,,,,,,,R6,5.33,41,119,147,,,,,2021,2,266
73,59,38,164,18.6,14,14.3,6.5,,,,,,,R107,6.2,55,85,138,42,,,,2022,1,265
64.5,34,32.5,66,55.5,-36,11,2,,,,,,,R19,5,34.5,152,,,,,,2019,2,152
72,33,44,74,98.5,48,,,,,,,,,R 74,5.6,49,170,,,,,,2022,2,170
71.4,45,36,131,73.8,6,43.28,40,,,,,,,R63,9.6,87,119,117,179,181,203,147,2021,1,946
73,72,215.2,41,59.8,47.5,,,,,,,,,R45,6.4,50,76,90,70,,,,2022,1,236
75,38,37,198,100,3.5,86.4,7.5,35.2,2,,,,,R46,7.5,45.2,,,,,,,2022,1,0
77,35,38,183,57.6,110.5,46,15.5,35.4,39.5,,,,,R85,7.38,56,,,,,,,2021,2,0
59,55,34,46,,,,9.5,13.5,3,,,,,R24,7,27,215,204,,,,,2019,1,419
64.5,34,32.5,25,61.5,-7,,,,,,,,,R34,6,67.5,134,108,84,,,,2019,2,326
71,33,38,122,62,6,20,75,,,,,,,R120,5,31,96,122.8,,,,,2021,2,218.8
81,14,37,117,81,34,28.4,11.4,10,0,,,,,R8,8,30,,,,,,,2022,2,0
75,30,40,133,101,11,38.3,1,,,,,,,R 65,5.1,26,,,,,,,2022,2,0
71,41,38,134,63.5,126,34.15,3,,,,,,,R50,8.4,72,122,118,129,,,,2021,1,369
69.5,63,37.6,170,18.19,18,14.8,3,,,,,,,R84,6.49,48,167,,,,,,2021,1,167
55.5,51,29.3,28,46.46,0,,,,,,,0,0,R100,8,57,,,,,,,2019,2,0
58.8,35,28,213.5,50,42,34.24,20.5,,,,,,,R76,6.5,50.5,137.23,166,137.23,137.23,,,2021,2,577.69
71,33,34.2,121,27.9,11,23,100.5,,,,,,,R16,4.5,30,157,,,,,,2021,2,157
66,20,44,87,70,27,18,26,10.5,35,,,,,R 8,5,35,140,,,,,,2022,2,140
66,25,30,201.5,57.9,58,46.1,15,10.5,2.5,,,,,R 64,6.9,49,160,110,,,,,2022,2,270
73,61,42,128,116.8,90.2,68.3,21,45.4,12,,,,,R50,8,80,140,166,,,,,2022,1,306
65.5,43,37.5,47,61,26,,-10,,,,,,,R32,12,52,184,162,163,,,,2019,1,509
73,52,42,91,16.65,37,,,,,,,,,R33,4.71,43,108,79,,,,,2021,1,187
71,62,35,105,66.62,2,31.1,6,13.41,38,,,,,R16,6.62,72,137,186,,,,,2021,1,323
75,25,32.7,193.8,21.4,1.7,,,,,,,,,R 81,6.2,45.5,120,,,,,,2022,2,120
71,41,38,202,65.5,59,13.38,15,8.02,6,,,,,R77,4.3,20,201,181,,,,,2021,1,382
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,25.6,2,R94,9.6,56,,,,,,,2021,2,0
64.5,54.5,38,111,27,16,19,1,,,,,,,R52,7,68,202,199,163,187,,,2019,1,751
75,34,35.3,204.5,69.8,6,24.7,0.5,13.6,29,,,,,R 60,6.6,45,170,120,,,,,2022,2,290
77,27,37,246,27.65,5.5,20.8,30.5,,,,,,,R147,6.9,21,179,,,,,,2021,2,179
71.5,31,40.3,63,83.5,214,44.59,43.5,,,,,,,R88,7.11,50,130,98,,,,,2021,2,228
77,24,33.5,136,27.41,149,,,,,,,,,R166,6.52,39.5,,,,,,,2021,2,0
73,50,39,117,93.8,161.4,65.5,12,47.7,34,20.6,22.5,,,R18,9,76,144,80,175,169,,,2022,1,568
64,51,85,46,48.5,6,,6,,,,,,,R79,12,74,181,179,214,,,,2019,1,574
71,55,37,228,96.22,3,22.86,2,,,,,,,R54,7.25,70,148,,,,,,2021,1,148
77,24,33.5,208.5,57.9,50,22.06,16,19.7,42.2,,,,,R172,6.22,44,123.51,123.51,123.51,,,,2021,2,370.53
59,55,34,20,,,,14.5,,,,,,,R77,15.5,26,137,169,,,,,2019,1,306
71,52,36,223,97.53,46,45.66,12.6,2,22.2,,,,,R83,6.59,61,130,142,130,105,,,2021,1,507
75,51,40,142,104,22,73,69,51.35,13,30.8,49,,,R97,5.9,30,162,,,,,,2021,1,162
77,6,36.5,288,,,,,,,,,,,R107,6.67,39,,,,,,,2021,2,0
77,45,25.5,67,40.32,6,,,,,,,,,R1,7.55,92,133,121,,,,,2021,2,254
71,48,37,175,62.9,74,57.4,18.5,43.6,28.8,20.41,6.7,,,R26,5.87,27,142,148,132,,,,2021,1,422
64.5,54.5,38,36,72,2,,,,,,10,,,R48,10,14,,,,,,,2019,1,0
58.8,36,29,53,10.08,8,,,,,,,,,R97,5.76,59,121,95,75,,,,2021,2,291
75,55,34.3,188.1,77,48.5,43.12,48,24.5,25,,,,,R154,7.06,49,129,171,,,,,2021,1,300
75,34,35.3,67,71.6,40,42,21.5,,,,,,,R 37,10.5,111,140,110,160,130,100,,2022,2,640
81,19,40,291.5,42.3,78,,,,,,,,,R75,8,51,170,170,120,,,,2022,2,460
75,50,36,190,81.6,48,19.59,6,16.9,9,14.77,7,9.68,12,R23,5.92,63,144,134,119,,,,2021,1,397
70,71,40.5,187,34.5,12,27.5,4,19.6,1,11.5,10,7.28,9,R39,4.5,14,,,,,,,2021,1,0
62,32,36,44,44,79,,,,,,,,,R44,8,,128.51,128.51,,,,,2021,2,257.02
77,37,41,229.1,39.7,0,,,,,,,,,R 96,5.1,32,210,140,,,,,2022,2,350
59,55,34,50,,19,20,16.5,6.5,6,,,,,R83,5,24,144,143,,,,,2019,1,287
73,45,39,225,83.03,15,75.3,22.5,46.28,25,22.37,1.5,,,R148,6.26,35,236,139,145,,,,2021,1,520
75,58,37,128,95.4,82,67.33,49,49.9,13,34.3,9.5,,,R70,6.53,35,213,160,213,,,,2021,1,586
77,40,37,113,17.11,71,,,,,,,,,R108,3.6,31,128,,,,,,2021,2,128
71,48,37,86,32.2,20,21.6,49,13.79,24.2,9.8,11,11.2,7,R4,5.65,30,49,,,,,,2021,1,49
73,59,38,156,126.4,27,75.1,49,32,58.5,,,,,R102,11.5,93,92,104,87,,,,2022,1,283
75,30,40,133,101,87.7,27.8,2,,,,,,,R 70,8.8,41,150,50,,,,,2022,2,200
64,51,117.5,26,66,18,,8,16,7,,,,,R149,11,54,182,214,203,,,,2019,1,599
62,32,36,122,57,29,13.49,26,,,,,,,R63,4.65,,149,128.51,,,,,2021,2,277.51
71.4,45,71,179,55.7,29,10.39,9.5,,,,,,,R83,6.2,36,143,,,,,,2021,1,143
75,34,34.5,190.5,106.3,108,61.8,4,39.4,24.2,33.6,12.5,,,R 24,8.1,85,120,130,170,,,,2022,2,420
71,48,37,86,32.2,20,21.6,49,13.79,24.2,9.8,11,11.2,9.5,R5,4.75,31,68,49,775,,,,2021,1,892
59,55,34,24,,,,3,,,,,,,R52,5,22.5,177,171,123,,,,2019,1,471
66,20,44,87,70,59,45,65,12.1,11.7,,,,,R 13,6,36,140,100,,,,,2022,2,240
75.5,41,39.4,130,52,23.5,49.6,75.5,36.3,22,28.3,8,1742,10,R40,10.4,86,141,157,158,151,143,116,2021,1,866
77,37,41,183.1,101.8,119.7,56.4,39,29.8,48.5,,,,,R 94,8.6,66,170,170,,,,,2022,2,340
73,27,34,328,32.2,4,18.9,0,7.5,3.5,,,,,R 123,7,61,100,140,60,,,,2022,2,300
64.5,54.5,38,38,56.5,69,,,,10,,,,,R21,11,34.5,142,137,126,,,,2019,1,405
70,60,39,69,85.6,70,39,33,18.7,4,,,,,R31,6.3,45.5,145,89,,,,,2022,1,234
81,14,37,263,54.8,3,27,42,,,,,,,R26,5.2,50,110,100,100,100,,,2022,2,410
73,41,34,152.9,52.59,65,35.88,49,21.26,25.8,20.27,5,,,R12,8.19,69.2,136,137,121,161,,,2021,1,555
75,30,40,220,53.8,1,10,1,,,,,,,R 96,4,24,90,,,,,,2022,2,90
64,51,117,77,42,60,,,,14,,,,,R16,8.5,26,167,,,,,,2019,1,167
64.5,54.5,38,38,56.5,69,,,12.5,7,,,,,R32,10,22,223,188,,,,,2019,1,411
71,47,40.5,205,99.09,35,66.27,27,57.77,38.4,32.16,26,23.1,19.5,R106,11.63,49.4,248,227,233,97,255,,2021,1,1060
64,51,117.5,42,42,28,11.5,10.5,,,,,,,R119,5,18,118,,,,,,2019,1,118
75,34,41,109.5,53.5,1.5,14,106.5,,,,,,,R104,5.4,43.7,,,,,,,2022,1,0
71,47,40.5,136,76.35,8,44.6,46,15.77,6.5,9.6,8,,,R72,8.1,65,158,142,,,,,2021,1,300
75,55,34.3,188.1,77,48.5,43.12,48,24.5,6,,,,,R149,6.16,26,147,226,152,,,,2021,1,525
59,55,34,18,,,,9,26.5,8,,,,,R60,17,104,178,220,178,200,238,,2019,1,1014
73,37,36,160,31.7,78.7,,,,,,,,,R 9,8.5,82.3,140,,,,,,2022,2,140
66,25,30,88,58.4,33,24.9,0,6.2,0,,,,,R 52,5.2,45.3,110,,,,,,2022,2,110
81,19,40,68,114,255,31.6,11,,,,,,,R46,7.2,38,,,,,,,2022,2,0
71.5,45,32,247.8,40.6,2,12.5,1,,,,,,,R29,5.5,17.3,,,,,,,2021,2,0
71,48,37,218,67.8,12,30.27,24.9,10.8,14.5,,,,,R31,5,28,88,162,140,,,,2021,1,390
77,46.5,38,59,87.6,115,9.45,1,,,,,,,R28,3.34,23,,,,,,,2021,2,0
64.5,54.5,38,11,54.5,6,,,,4,,,,,R13,7,60,161,133,139,,,,2019,1,433
73,50,39,117,93.8,14,21.2,23,,,,,,,R5,3.6,20,112,,,,,,2022,1,112
77,42,38,237.2,54.7,50,24,24.5,,,,,,,R 58,9.3,60,160,130,,,,,2022,2,290
73,59,38,113,51.9,5,28,73.4,,,,,,,R95,9.2,57,119,193,,,,,2022,1,312
73,27,34,377,33,9,30,2.5,,,,,,,R 128,8.6,64,140,,,,,,2022,2,140
77,35,38,195,35.05,4,20,21.5,,,,,,,R87,9.35,90,163,66,161,,,,2021,2,390
77,35,38,270.5,69.5,14,21.46,44.5,35.24,14,27.8,5,25.6,2,R94,9.6,56,,,,,,,2021,2,0
65.5,43,37.5,53,40,5,,,,,,18,,,R112,9,42,186,130,,,,,2019,1,316
75,55,34.3,188.1,77,7,49.05,32,41.95,3,5.39,4.5,,,R132,5.37,22.5,128,128,117,131,162,,2021,1,666
71,55,37,200,72.35,48,76.7,22,40.5,25.5,9.5,3,8.14,4.5,R40,6.17,43,135,,,,,,2021,1,135
71.3,35,36,244.4,,26,75.8,29,,,,,,,R 122,7.2,61,130,,,,,,2022,2,130
59,55,34,5,,,,,,12,24,8,6.5,6,R92,6,25,,,,,,,2019,1,0
66.5,40,29.5,-45,66.38,31,59.17,8.5,19.16,9,,,0,0,R92,11.72,106.5,214,200,182,,0,0,2019,2,596
60,50,113,8.5,18,19.5,53,2.5,21,8,,,,,R58,10,49,136,146,151,,,,2019,1,433
69.5,55,34,173,89.8,15,61,45,40.27,19,32.28,24,12.5,6,R111,8.99,53,117,149,138,146,,,2021,1,550
77,46.5,38,242,50.3,12,36.6,18,,,,,,,R47,7.02,54,131.98,131.98,,,,,2021,2,263.96
77,40,37,274.5,54.8,45,47.38,2,17.24,13,,,,,R119,6,45,,,,,,,2021,2,0
68,34,30.5,208.3,52.8,48,18.5,2.5,,,,,,,R111,11.8,101,172,53,,,,,2021,2,225
71,52,37,202,62.73,32,29.11,22,,,,,,,R115,6.7,55,123,138,135,124,,,2021,1,520
58.8,35,28,213.5,50,5,,,,,,,,,R72,6.6,59,124,102,120,94,,,2021,2,440
64,51,117,130,55.5,4,29,10.5,,,,,,,R45,11,56,130,168,220,,,,2019,1,518
72,44,33,62,43,1,24.8,30,,,,,,,R 3,5,28,150,,,,,,2022,2,150
64,51,117.5,13,53,15,,,,,,,,,R135,12,35,160,152,167,,,,2019,1,479
59.5,31,33,3,13,2,,,,,0,0,0,0,R62,4.5,22.5,128,,,,,,2019,2,128
71.5,31,40.3,63,83.5,214,39.37,4,8.04,10,,,,,R90,5.12,47,116.76,,,,,,2021,2,116.76
73,37,36,279,63.3,16.3,40.4,18.6,15.9,2.4,,,,,R 30,7,44.6,120,,,,,,2022,2,120
59,55,34,86,,25,16,11,,,,,,,R70,8.5,60,140,141,129,,,,2019,1,410
67,33.5,34,54,,,,,,,,,,,R27,8.4,13,,,,,,,2021,2,0
